name,year,gender,state,count
Renee,2002,F,AK,6
Sophie,2002,F,AK,6
Tiana,2002,F,AK,6
Veronica,2002,F,AK,6
Amelia,2002,F,AK,5
Anya,2002,F,AK,5
Bethany,2002,F,AK,5
Caitlyn,2002,F,AK,5
Charity,2002,F,AK,5
Crystal,2002,F,AK,5
Cynthia,2002,F,AK,5
Dakota,2002,F,AK,5
Elsie,2002,F,AK,5
Emilee,2002,F,AK,5
Gracie,2002,F,AK,5
Hazel,2002,F,AK,5
Heidi,2002,F,AK,5
Helen,2002,F,AK,5
Hope,2002,F,AK,5
Justice,2002,F,AK,5
Kaitlynn,2002,F,AK,5
Kara,2002,F,AK,5
Katrina,2002,F,AK,5
Kristina,2002,F,AK,5
Kylee,2002,F,AK,5
Kyra,2002,F,AK,5
Lily,2002,F,AK,5
Lisa,2002,F,AK,5
Makenzie,2002,F,AK,5
Mckayla,2002,F,AK,5
Mckenzie,2002,F,AK,5
Meadow,2002,F,AK,5
Meghan,2002,F,AK,5
Miranda,2002,F,AK,5
Nevaeh,2002,F,AK,5
Patricia,2002,F,AK,5
Payton,2002,F,AK,5
Reagan,2002,F,AK,5
Rhiannon,2002,F,AK,5
Ruth,2002,F,AK,5
Sage,2002,F,AK,5
Shania,2002,F,AK,5
Tatum,2002,F,AK,5
Tiffany,2002,F,AK,5
Tori,2002,F,AK,5
Valerie,2002,F,AK,5
Willow,2002,F,AK,5
Zoey,2002,F,AK,5
Jacob,2002,M,AK,75
Joshua,2002,M,AK,68
Michael,2002,M,AK,68
Ethan,2002,M,AK,56
Tyler,2002,M,AK,55
Joseph,2002,M,AK,51
Dylan,2002,M,AK,46
James,2002,M,AK,46
Matthew,2002,M,AK,43
William,2002,M,AK,41
Benjamin,2002,M,AK,40
Alexander,2002,M,AK,38
Andrew,2002,M,AK,38
John,2002,M,AK,38
Nicholas,2002,M,AK,38
Anthony,2002,M,AK,37
Hunter,2002,M,AK,37
Logan,2002,M,AK,37
Ryan,2002,M,AK,37
Jonathan,2002,M,AK,36
Daniel,2002,M,AK,35
Gabriel,2002,M,AK,35
Robert,2002,M,AK,35
Caleb,2002,M,AK,34
Samuel,2002,M,AK,34
Zachary,2002,M,AK,34
Noah,2002,M,AK,33
Austin,2002,M,AK,32
David,2002,M,AK,32
Isaac,2002,M,AK,32
Justin,2002,M,AK,32
Christopher,2002,M,AK,31
Christian,2002,M,AK,30
Mason,2002,M,AK,30
Isaiah,2002,M,AK,29
Thomas,2002,M,AK,28
Elijah,2002,M,AK,27
Seth,2002,M,AK,27
Brandon,2002,M,AK,26
Jordan,2002,M,AK,26
Kyle,2002,M,AK,26
Nathaniel,2002,M,AK,26
Nathan,2002,M,AK,25
Gavin,2002,M,AK,24
Jaden,2002,M,AK,24
Cody,2002,M,AK,23
Jack,2002,M,AK,23
Luke,2002,M,AK,23
Aaron,2002,M,AK,22
Jayden,2002,M,AK,22
Tristan,2002,M,AK,22
Timothy,2002,M,AK,21
Trevor,2002,M,AK,21
Connor,2002,M,AK,20
Kevin,2002,M,AK,20
Richard,2002,M,AK,20
Aidan,2002,M,AK,18
Ian,2002,M,AK,18
Jared,2002,M,AK,18
Jesse,2002,M,AK,18
Josiah,2002,M,AK,18
Mark,2002,M,AK,18
Eric,2002,M,AK,17
Jeremiah,2002,M,AK,17
Cameron,2002,M,AK,16
Charles,2002,M,AK,16
Chase,2002,M,AK,16
Devin,2002,M,AK,16
Malachi,2002,M,AK,16
Patrick,2002,M,AK,16
Riley,2002,M,AK,16
Sean,2002,M,AK,16
Cole,2002,M,AK,15
Dawson,2002,M,AK,15
Jackson,2002,M,AK,15
Kenneth,2002,M,AK,15
Liam,2002,M,AK,15
Steven,2002,M,AK,15
Evan,2002,M,AK,14
Hayden,2002,M,AK,13
Henry,2002,M,AK,13
Jason,2002,M,AK,13
Julian,2002,M,AK,13
Kaden,2002,M,AK,13
Kaleb,2002,M,AK,13
Aiden,2002,M,AK,12
Elias,2002,M,AK,12
Garrett,2002,M,AK,12
George,2002,M,AK,12
Levi,2002,M,AK,12
Lucas,2002,M,AK,12
Shawn,2002,M,AK,12
Wyatt,2002,M,AK,12
Alex,2002,M,AK,11
Blake,2002,M,AK,11
Carson,2002,M,AK,11
Jalen,2002,M,AK,11
Payton,2002,M,AK,11
Skyler,2002,M,AK,11
Brayden,2002,M,AK,10
Bryce,2002,M,AK,10
Devon,2002,M,AK,10
Dominic,2002,M,AK,10
Donovan,2002,M,AK,10
Nolan,2002,M,AK,10
Orion,2002,M,AK,10
Paul,2002,M,AK,10
Peter,2002,M,AK,10
Vincent,2002,M,AK,10
Wesley,2002,M,AK,10
Adam,2002,M,AK,9
Brendan,2002,M,AK,9
Brian,2002,M,AK,9
Carl,2002,M,AK,9
Chance,2002,M,AK,9
Clayton,2002,M,AK,9
Dalton,2002,M,AK,9
Derrick,2002,M,AK,9
Dominick,2002,M,AK,9
Dustin,2002,M,AK,9
Preston,2002,M,AK,9
Spencer,2002,M,AK,9
Bradley,2002,M,AK,8
Caden,2002,M,AK,8
Colin,2002,M,AK,8
Conner,2002,M,AK,8
Jeremy,2002,M,AK,8
Justice,2002,M,AK,8
Marcus,2002,M,AK,8
Micah,2002,M,AK,8
Sebastian,2002,M,AK,8
Stephen,2002,M,AK,8
Travis,2002,M,AK,8
Trey,2002,M,AK,8
Avery,2002,M,AK,7
Brenden,2002,M,AK,7
Bryan,2002,M,AK,7
Chad,2002,M,AK,7
Darren,2002,M,AK,7
Edward,2002,M,AK,7
Frank,2002,M,AK,7
Gage,2002,M,AK,7
Ivan,2002,M,AK,7
Jonah,2002,M,AK,7
Keegan,2002,M,AK,7
Lance,2002,M,AK,7
Landon,2002,M,AK,7
Owen,2002,M,AK,7
Raymond,2002,M,AK,7
Taylor,2002,M,AK,7
Xavier,2002,M,AK,7
Adrian,2002,M,AK,6
Colton,2002,M,AK,6
Corbin,2002,M,AK,6
Dennis,2002,M,AK,6
Derek,2002,M,AK,6
Douglas,2002,M,AK,6
Elliot,2002,M,AK,6
Gregory,2002,M,AK,6
Joel,2002,M,AK,6
Kobe,2002,M,AK,6
Max,2002,M,AK,6
Oscar,2002,M,AK,6
Parker,2002,M,AK,6
Scott,2002,M,AK,6
Simon,2002,M,AK,6
Trenton,2002,M,AK,6
Tucker,2002,M,AK,6
Walter,2002,M,AK,6
Zackary,2002,M,AK,6
Zane,2002,M,AK,6
Arthur,2002,M,AK,5
Ashton,2002,M,AK,5
Braden,2002,M,AK,5
Carter,2002,M,AK,5
Collin,2002,M,AK,5
Cooper,2002,M,AK,5
Curtis,2002,M,AK,5
Dakota,2002,M,AK,5
Damian,2002,M,AK,5
Eli,2002,M,AK,5
Emmanuel,2002,M,AK,5
Grayson,2002,M,AK,5
Griffin,2002,M,AK,5
Jeffrey,2002,M,AK,5
Kaiden,2002,M,AK,5
Keaton,2002,M,AK,5
Keith,2002,M,AK,5
Lawrence,2002,M,AK,5
Louis,2002,M,AK,5
Nelson,2002,M,AK,5
Quinn,2002,M,AK,5
Randy,2002,M,AK,5
Shaun,2002,M,AK,5
Tristen,2002,M,AK,5
Hannah,2003,F,AK,56
Emma,2003,F,AK,49
Emily,2003,F,AK,45
Madison,2003,F,AK,44
Alexis,2003,F,AK,31
Hailey,2003,F,AK,31
Isabella,2003,F,AK,31
Abigail,2003,F,AK,29
Olivia,2003,F,AK,29
Alyssa,2003,F,AK,28
Elizabeth,2003,F,AK,28
Trinity,2003,F,AK,27
Sarah,2003,F,AK,26
Ashley,2003,F,AK,25
Grace,2003,F,AK,24
Anna,2003,F,AK,23
Chloe,2003,F,AK,23
Kaitlyn,2003,F,AK,23
Kayla,2003,F,AK,22
Sophia,2003,F,AK,21
Taylor,2003,F,AK,21
Mackenzie,2003,F,AK,20
Nicole,2003,F,AK,20
Savannah,2003,F,AK,19
Faith,2003,F,AK,18
Haley,2003,F,AK,18
Kaylee,2003,F,AK,18
Samantha,2003,F,AK,18
Angelina,2003,F,AK,17
Jordan,2003,F,AK,17
Kylie,2003,F,AK,17
Paige,2003,F,AK,17
Brianna,2003,F,AK,16
Jasmine,2003,F,AK,16
Lauren,2003,F,AK,16
Makayla,2003,F,AK,16
Natalie,2003,F,AK,16
Alexandra,2003,F,AK,15
Brooke,2003,F,AK,15
Ella,2003,F,AK,15
Megan,2003,F,AK,15
Rachel,2003,F,AK,15
Victoria,2003,F,AK,15
Allison,2003,F,AK,14
Ava,2003,F,AK,14
Erin,2003,F,AK,14
Morgan,2003,F,AK,14
Sierra,2003,F,AK,14
Amanda,2003,F,AK,13
Audrey,2003,F,AK,13
Aurora,2003,F,AK,13
Destiny,2003,F,AK,13
Jessica,2003,F,AK,13
Lily,2003,F,AK,13
Lydia,2003,F,AK,13
Sydney,2003,F,AK,13
Amber,2003,F,AK,12
Ariana,2003,F,AK,12
Autumn,2003,F,AK,12
Kelsey,2003,F,AK,12
Madeline,2003,F,AK,12
Madelyn,2003,F,AK,12
Maya,2003,F,AK,12
Miranda,2003,F,AK,12
Zoe,2003,F,AK,12
Annika,2003,F,AK,11
Cheyenne,2003,F,AK,11
Courtney,2003,F,AK,11
Elena,2003,F,AK,11
Julia,2003,F,AK,11
Katherine,2003,F,AK,11
Laura,2003,F,AK,11
Molly,2003,F,AK,11
Rebecca,2003,F,AK,11
Shelby,2003,F,AK,11
Aaliyah,2003,F,AK,10
Andrea,2003,F,AK,10
Angela,2003,F,AK,10
Breanna,2003,F,AK,10
Jade,2003,F,AK,10
Mya,2003,F,AK,10
Sara,2003,F,AK,10
Amelia,2003,F,AK,9
Arianna,2003,F,AK,9
Brooklyn,2003,F,AK,9
Catherine,2003,F,AK,9
Katelyn,2003,F,AK,9
Leah,2003,F,AK,9
Lillian,2003,F,AK,9
Mary,2003,F,AK,9
Melanie,2003,F,AK,9
Mia,2003,F,AK,9
Nevaeh,2003,F,AK,9
Avery,2003,F,AK,8
Claire,2003,F,AK,8
Danielle,2003,F,AK,8
Delaney,2003,F,AK,8
Eleanor,2003,F,AK,8
Elise,2003,F,AK,8
Hanna,2003,F,AK,8
Isabel,2003,F,AK,8
Isabelle,2003,F,AK,8
Kiana,2003,F,AK,8
Margaret,2003,F,AK,8
Mariah,2003,F,AK,8
Naomi,2003,F,AK,8
Shayla,2003,F,AK,8
Summer,2003,F,AK,8
Tiffany,2003,F,AK,8
Vanessa,2003,F,AK,8
Alana,2003,F,AK,7
Alexandria,2003,F,AK,7
Angel,2003,F,AK,7
Ashlynn,2003,F,AK,7
Bethany,2003,F,AK,7
Camille,2003,F,AK,7
Evelyn,2003,F,AK,7
Fiona,2003,F,AK,7
Gabriella,2003,F,AK,7
Gracie,2003,F,AK,7
Jaden,2003,F,AK,7
Jenna,2003,F,AK,7
Josephine,2003,F,AK,7
Katie,2003,F,AK,7
Kira,2003,F,AK,7
Kyla,2003,F,AK,7
Maria,2003,F,AK,7
Mckenna,2003,F,AK,7
Michelle,2003,F,AK,7
Piper,2003,F,AK,7
Rebekah,2003,F,AK,7
Sabrina,2003,F,AK,7
Skyler,2003,F,AK,7
Tia,2003,F,AK,7
Alexia,2003,F,AK,6
Alicia,2003,F,AK,6
Amara,2003,F,AK,6
Amy,2003,F,AK,6
Caitlin,2003,F,AK,6
Callie,2003,F,AK,6
Cassandra,2003,F,AK,6
Cassidy,2003,F,AK,6
Gabrielle,2003,F,AK,6
Hailee,2003,F,AK,6
Heidi,2003,F,AK,6
Jamie,2003,F,AK,6
Jazmine,2003,F,AK,6
Jordyn,2003,F,AK,6
Kennedy,2003,F,AK,6
Kiara,2003,F,AK,6
Lucy,2003,F,AK,6
Malia,2003,F,AK,6
Melissa,2003,F,AK,6
Mikayla,2003,F,AK,6
Natasha,2003,F,AK,6
Riley,2003,F,AK,6
Ruby,2003,F,AK,6
Selena,2003,F,AK,6
Stephanie,2003,F,AK,6
Addison,2003,F,AK,5
Aiyana,2003,F,AK,5
Alexandrea,2003,F,AK,5
Alice,2003,F,AK,5
Aliyah,2003,F,AK,5
Amaya,2003,F,AK,5
Ana,2003,F,AK,5
Anika,2003,F,AK,5
Ashlyn,2003,F,AK,5
Aubrey,2003,F,AK,5
Briana,2003,F,AK,5
Cadence,2003,F,AK,5
Cameron,2003,F,AK,5
Carlie,2003,F,AK,5
Christina,2003,F,AK,5
Cynthia,2003,F,AK,5
Dakota,2003,F,AK,5
Eden,2003,F,AK,5
Erika,2003,F,AK,5
Esther,2003,F,AK,5
Jada,2003,F,AK,5
Jillian,2003,F,AK,5
Katelynn,2003,F,AK,5
Kathryn,2003,F,AK,5
Kaya,2003,F,AK,5
Kimberly,2003,F,AK,5
Kylee,2003,F,AK,5
Makena,2003,F,AK,5
Makenzie,2003,F,AK,5
Marissa,2003,F,AK,5
Mckenzie,2003,F,AK,5
Meghan,2003,F,AK,5
Noelle,2003,F,AK,5
Phoebe,2003,F,AK,5
Samara,2003,F,AK,5
Serena,2003,F,AK,5
Skye,2003,F,AK,5
Stella,2003,F,AK,5
Taryn,2003,F,AK,5
Tatiana,2003,F,AK,5
Zoey,2003,F,AK,5
Jacob,2003,M,AK,62
Joseph,2003,M,AK,60
Joshua,2003,M,AK,58
James,2003,M,AK,55
Ethan,2003,M,AK,52
Michael,2003,M,AK,52
Daniel,2003,M,AK,45
Dylan,2003,M,AK,45
Logan,2003,M,AK,43
Alexander,2003,M,AK,41
Tyler,2003,M,AK,41
William,2003,M,AK,41
Nicholas,2003,M,AK,40
Caleb,2003,M,AK,39
John,2003,M,AK,39
Benjamin,2003,M,AK,37
Matthew,2003,M,AK,37
Andrew,2003,M,AK,36
David,2003,M,AK,36
Ryan,2003,M,AK,36
Samuel,2003,M,AK,36
Aidan,2003,M,AK,34
Christopher,2003,M,AK,34
Thomas,2003,M,AK,34
Zachary,2003,M,AK,33
Gavin,2003,M,AK,31
Noah,2003,M,AK,31
Connor,2003,M,AK,29
Hunter,2003,M,AK,29
Elijah,2003,M,AK,28
Isaiah,2003,M,AK,28
Austin,2003,M,AK,27
Brandon,2003,M,AK,27
Robert,2003,M,AK,27
Aiden,2003,M,AK,26
Isaac,2003,M,AK,26
Gabriel,2003,M,AK,25
Nathaniel,2003,M,AK,25
Cody,2003,M,AK,24
Jonathan,2003,M,AK,23
Anthony,2003,M,AK,22
Wyatt,2003,M,AK,22
Jordan,2003,M,AK,21
Nathan,2003,M,AK,21
Cameron,2003,M,AK,20
Seth,2003,M,AK,20
Timothy,2003,M,AK,20
Ian,2003,M,AK,19
Jackson,2003,M,AK,19
Justin,2003,M,AK,19
Owen,2003,M,AK,19
Sean,2003,M,AK,19
Trevor,2003,M,AK,19
Jack,2003,M,AK,18
Jayden,2003,M,AK,18
Steven,2003,M,AK,18
Brayden,2003,M,AK,17
Charles,2003,M,AK,17
Hayden,2003,M,AK,17
Jaden,2003,M,AK,17
Jason,2003,M,AK,17
Kaden,2003,M,AK,17
Kevin,2003,M,AK,17
Liam,2003,M,AK,17
Luke,2003,M,AK,17
Adam,2003,M,AK,16
Christian,2003,M,AK,16
Evan,2003,M,AK,16
Jeremiah,2003,M,AK,16
Kyle,2003,M,AK,16
Bradley,2003,M,AK,15
Dawson,2003,M,AK,15
Kenneth,2003,M,AK,15
Brian,2003,M,AK,14
Caden,2003,M,AK,14
Chase,2003,M,AK,14
Colton,2003,M,AK,14
Devin,2003,M,AK,14
Eric,2003,M,AK,14
Kaleb,2003,M,AK,14
Preston,2003,M,AK,14
Tristan,2003,M,AK,14
Vincent,2003,M,AK,14
Ashton,2003,M,AK,13
Lucas,2003,M,AK,13
Mark,2003,M,AK,13
Riley,2003,M,AK,13
Shane,2003,M,AK,13
Travis,2003,M,AK,13
Blake,2003,M,AK,12
Cooper,2003,M,AK,12
Dakota,2003,M,AK,12
Dominic,2003,M,AK,12
Gage,2003,M,AK,12
Jake,2003,M,AK,12
Landon,2003,M,AK,12
Mason,2003,M,AK,12
Patrick,2003,M,AK,12
Richard,2003,M,AK,12
Alex,2003,M,AK,11
Bryan,2003,M,AK,11
Chance,2003,M,AK,11
Derek,2003,M,AK,11
Edward,2003,M,AK,11
Henry,2003,M,AK,11
Keegan,2003,M,AK,11
Aaron,2003,M,AK,10
Dustin,2003,M,AK,10
Garrett,2003,M,AK,10
Josiah,2003,M,AK,10
Micah,2003,M,AK,10
Taylor,2003,M,AK,10
Antonio,2003,M,AK,9
Ayden,2003,M,AK,9
Carter,2003,M,AK,9
Cole,2003,M,AK,9
Jesse,2003,M,AK,9
Marcus,2003,M,AK,9
Phillip,2003,M,AK,9
Victor,2003,M,AK,9
Adrian,2003,M,AK,8
Brock,2003,M,AK,8
Colin,2003,M,AK,8
Dalton,2003,M,AK,8
Dennis,2003,M,AK,8
Jalen,2003,M,AK,8
Jonah,2003,M,AK,8
Julian,2003,M,AK,8
Landen,2003,M,AK,8
Levi,2003,M,AK,8
Oliver,2003,M,AK,8
Peter,2003,M,AK,8
Shawn,2003,M,AK,8
Spencer,2003,M,AK,8
Tanner,2003,M,AK,8
Xander,2003,M,AK,8
Braeden,2003,M,AK,7
Brenden,2003,M,AK,7
Brett,2003,M,AK,7
Bryce,2003,M,AK,7
Corey,2003,M,AK,7
Devon,2003,M,AK,7
Dominick,2003,M,AK,7
Ezekiel,2003,M,AK,7
George,2003,M,AK,7
Jadon,2003,M,AK,7
Jaxon,2003,M,AK,7
Johnny,2003,M,AK,7
Kai,2003,M,AK,7
Miles,2003,M,AK,7
Nolan,2003,M,AK,7
Ronald,2003,M,AK,7
Sebastian,2003,M,AK,7
Trenton,2003,M,AK,7
Tyson,2003,M,AK,7
Xavier,2003,M,AK,7
Andre,2003,M,AK,6
Cade,2003,M,AK,6
Carlos,2003,M,AK,6
Carson,2003,M,AK,6
Collin,2003,M,AK,6
Conner,2003,M,AK,6
Damon,2003,M,AK,6
Dante,2003,M,AK,6
Eli,2003,M,AK,6
Erik,2003,M,AK,6
Grant,2003,M,AK,6
Harley,2003,M,AK,6
Jaiden,2003,M,AK,6
Jared,2003,M,AK,6
Jeremy,2003,M,AK,6
Joel,2003,M,AK,6
Johnathan,2003,M,AK,6
Louis,2003,M,AK,6
Malachi,2003,M,AK,6
Morgan,2003,M,AK,6
Paul,2003,M,AK,6
Rylan,2003,M,AK,6
Skylar,2003,M,AK,6
Skyler,2003,M,AK,6
Wesley,2003,M,AK,6
Alejandro,2003,M,AK,5
Allen,2003,M,AK,5
Angel,2003,M,AK,5
Arthur,2003,M,AK,5
Brennan,2003,M,AK,5
Bryson,2003,M,AK,5
Casey,2003,M,AK,5
Clayton,2003,M,AK,5
Diego,2003,M,AK,5
Dillon,2003,M,AK,5
Donald,2003,M,AK,5
Elisha,2003,M,AK,5
Finn,2003,M,AK,5
Forrest,2003,M,AK,5
Jerry,2003,M,AK,5
Kadin,2003,M,AK,5
Kael,2003,M,AK,5
Keith,2003,M,AK,5
Lawrence,2003,M,AK,5
Maxwell,2003,M,AK,5
Orion,2003,M,AK,5
Oscar,2003,M,AK,5
Quinn,2003,M,AK,5
Raymond,2003,M,AK,5
Reece,2003,M,AK,5
Reese,2003,M,AK,5
River,2003,M,AK,5
Roman,2003,M,AK,5
Rowan,2003,M,AK,5
Russell,2003,M,AK,5
Solomon,2003,M,AK,5
Tate,2003,M,AK,5
Theodore,2003,M,AK,5
Toby,2003,M,AK,5
Tristen,2003,M,AK,5
Troy,2003,M,AK,5
Emma,2004,F,AK,62
Madison,2004,F,AK,48
Hannah,2004,F,AK,46
Grace,2004,F,AK,44
Emily,2004,F,AK,41
Abigail,2004,F,AK,37
Olivia,2004,F,AK,33
Isabella,2004,F,AK,30
Alyssa,2004,F,AK,29
Sophia,2004,F,AK,28
Alexis,2004,F,AK,27
Elizabeth,2004,F,AK,27
Hailey,2004,F,AK,27
Anna,2004,F,AK,26
Natalie,2004,F,AK,25
Sarah,2004,F,AK,25
Sydney,2004,F,AK,25
Ava,2004,F,AK,23
Trinity,2004,F,AK,22
Haley,2004,F,AK,21
Kaylee,2004,F,AK,21
Taylor,2004,F,AK,21
Chloe,2004,F,AK,20
Ella,2004,F,AK,20
Mackenzie,2004,F,AK,20
Sierra,2004,F,AK,19
Kayla,2004,F,AK,18
Samantha,2004,F,AK,18
Zoe,2004,F,AK,18
Jessica,2004,F,AK,17
Leah,2004,F,AK,17
Lily,2004,F,AK,17
Rachel,2004,F,AK,17
Riley,2004,F,AK,17
Savannah,2004,F,AK,17
Victoria,2004,F,AK,17
Ashley,2004,F,AK,16
Cadence,2004,F,AK,16
Megan,2004,F,AK,16
Aurora,2004,F,AK,15
Jasmine,2004,F,AK,15
Jordan,2004,F,AK,15
Julia,2004,F,AK,15
Kylie,2004,F,AK,15
Angel,2004,F,AK,14
Jade,2004,F,AK,14
Nicole,2004,F,AK,14
Rebecca,2004,F,AK,14
Alexandra,2004,F,AK,13
Allison,2004,F,AK,13
Audrey,2004,F,AK,13
Brianna,2004,F,AK,13
Danielle,2004,F,AK,13
Destiny,2004,F,AK,13
Faith,2004,F,AK,13
Isabelle,2004,F,AK,13
Jamie,2004,F,AK,13
Lauren,2004,F,AK,13
Lillian,2004,F,AK,13
Mia,2004,F,AK,13
Naomi,2004,F,AK,13
Nevaeh,2004,F,AK,13
Shelby,2004,F,AK,13
Arianna,2004,F,AK,12
Avery,2004,F,AK,12
Brooke,2004,F,AK,12
Katelyn,2004,F,AK,12
Kylee,2004,F,AK,12
Lydia,2004,F,AK,12
Malia,2004,F,AK,12
Maya,2004,F,AK,12
Makayla,2004,F,AK,11
Maria,2004,F,AK,11
Mary,2004,F,AK,11
Michelle,2004,F,AK,11
Aaliyah,2004,F,AK,10
Amber,2004,F,AK,10
Angelina,2004,F,AK,10
Jenna,2004,F,AK,10
Katrina,2004,F,AK,10
Molly,2004,F,AK,10
Morgan,2004,F,AK,10
Amanda,2004,F,AK,9
Amelia,2004,F,AK,9
Catherine,2004,F,AK,9
Claire,2004,F,AK,9
Ellie,2004,F,AK,9
Erin,2004,F,AK,9
Eva,2004,F,AK,9
Katie,2004,F,AK,9
Kiara,2004,F,AK,9
Kyla,2004,F,AK,9
Lindsey,2004,F,AK,9
Aubrey,2004,F,AK,8
Charlotte,2004,F,AK,8
Christina,2004,F,AK,8
Clara,2004,F,AK,8
Delaney,2004,F,AK,8
Gabrielle,2004,F,AK,8
Heather,2004,F,AK,8
Isabel,2004,F,AK,8
Jennifer,2004,F,AK,8
Jillian,2004,F,AK,8
Kate,2004,F,AK,8
Kira,2004,F,AK,8
Marissa,2004,F,AK,8
Natasha,2004,F,AK,8
Paris,2004,F,AK,8
Peyton,2004,F,AK,8
Sara,2004,F,AK,8
Tabitha,2004,F,AK,8
Tessa,2004,F,AK,8
Alexandria,2004,F,AK,7
Angela,2004,F,AK,7
Annika,2004,F,AK,7
Ashlyn,2004,F,AK,7
Autumn,2004,F,AK,7
Ayla,2004,F,AK,7
Breanna,2004,F,AK,7
Erica,2004,F,AK,7
Evelyn,2004,F,AK,7
Gabriella,2004,F,AK,7
Haylee,2004,F,AK,7
Janessa,2004,F,AK,7
Josephine,2004,F,AK,7
Kelsey,2004,F,AK,7
Kristen,2004,F,AK,7
Lucy,2004,F,AK,7
Makenzie,2004,F,AK,7
Margaret,2004,F,AK,7
Mariah,2004,F,AK,7
Natalia,2004,F,AK,7
Rebekah,2004,F,AK,7
Rhiannon,2004,F,AK,7
Sadie,2004,F,AK,7
Sage,2004,F,AK,7
Selena,2004,F,AK,7
Serena,2004,F,AK,7
Shannon,2004,F,AK,7
Vanessa,2004,F,AK,7
Allie,2004,F,AK,6
Anika,2004,F,AK,6
Ariana,2004,F,AK,6
Athena,2004,F,AK,6
Caitlyn,2004,F,AK,6
Carmen,2004,F,AK,6
Courtney,2004,F,AK,6
Daisy,2004,F,AK,6
Ellen,2004,F,AK,6
Gwendolyn,2004,F,AK,6
Hope,2004,F,AK,6
Jocelyn,2004,F,AK,6
Jordyn,2004,F,AK,6
Katelynn,2004,F,AK,6
Laura,2004,F,AK,6
Leilani,2004,F,AK,6
Madeline,2004,F,AK,6
Madelyn,2004,F,AK,6
Mckenna,2004,F,AK,6
Melanie,2004,F,AK,6
Mercedes,2004,F,AK,6
Mya,2004,F,AK,6
Paige,2004,F,AK,6
Summer,2004,F,AK,6
Tiana,2004,F,AK,6
Zoey,2004,F,AK,6
Adrianna,2004,F,AK,5
Alice,2004,F,AK,5
Aliyah,2004,F,AK,5
Amaya,2004,F,AK,5
Anastasia,2004,F,AK,5
Angelica,2004,F,AK,5
Ashlee,2004,F,AK,5
Bailey,2004,F,AK,5
Brenna,2004,F,AK,5
Camryn,2004,F,AK,5
Chelsea,2004,F,AK,5
Ciara,2004,F,AK,5
Cynthia,2004,F,AK,5
Denali,2004,F,AK,5
Eileen,2004,F,AK,5
Emilia,2004,F,AK,5
Fiona,2004,F,AK,5
Frances,2004,F,AK,5
Gianna,2004,F,AK,5
Gracie,2004,F,AK,5
Jacqueline,2004,F,AK,5
Jadyn,2004,F,AK,5
Karina,2004,F,AK,5
Katherine,2004,F,AK,5
Kiana,2004,F,AK,5
Kyra,2004,F,AK,5
Layla,2004,F,AK,5
Marina,2004,F,AK,5
Mckenzie,2004,F,AK,5
Melody,2004,F,AK,5
Miranda,2004,F,AK,5
Nora,2004,F,AK,5
Reagan,2004,F,AK,5
Sabrina,2004,F,AK,5
Shania,2004,F,AK,5
Skye,2004,F,AK,5
Tatiana,2004,F,AK,5
Veronica,2004,F,AK,5
Ethan,2004,M,AK,65
Joseph,2004,M,AK,63
James,2004,M,AK,59
Jacob,2004,M,AK,54
Samuel,2004,M,AK,54
Tyler,2004,M,AK,54
Alexander,2004,M,AK,43
Joshua,2004,M,AK,43
Michael,2004,M,AK,43
Benjamin,2004,M,AK,42
David,2004,M,AK,42
Dylan,2004,M,AK,42
Gabriel,2004,M,AK,40
Connor,2004,M,AK,39
Daniel,2004,M,AK,39
Matthew,2004,M,AK,39
William,2004,M,AK,39
Anthony,2004,M,AK,38
John,2004,M,AK,38
Logan,2004,M,AK,38
Ryan,2004,M,AK,35
Andrew,2004,M,AK,34
Caleb,2004,M,AK,34
Robert,2004,M,AK,34
Aidan,2004,M,AK,33
Elijah,2004,M,AK,33
Isaac,2004,M,AK,33
Aiden,2004,M,AK,31
Christopher,2004,M,AK,31
Ashton,2004,M,AK,30
Hunter,2004,M,AK,30
Aaron,2004,M,AK,29
Nathan,2004,M,AK,29
Brandon,2004,M,AK,27
Ian,2004,M,AK,27
Zachary,2004,M,AK,27
Austin,2004,M,AK,26
Charles,2004,M,AK,25
Luke,2004,M,AK,25
Mason,2004,M,AK,25
Nicholas,2004,M,AK,25
Noah,2004,M,AK,25
Kaden,2004,M,AK,24
Sean,2004,M,AK,24
Gavin,2004,M,AK,23
Justin,2004,M,AK,23
Jaden,2004,M,AK,22
Jonathan,2004,M,AK,22
Thomas,2004,M,AK,22
Isaiah,2004,M,AK,21
Blake,2004,M,AK,20
Lucas,2004,M,AK,20
Wyatt,2004,M,AK,20
Hayden,2004,M,AK,19
Jack,2004,M,AK,19
Jayden,2004,M,AK,19
Adam,2004,M,AK,18
Cody,2004,M,AK,18
Evan,2004,M,AK,18
Josiah,2004,M,AK,18
Kyle,2004,M,AK,18
Cameron,2004,M,AK,17
Jackson,2004,M,AK,17
Jesse,2004,M,AK,17
Kaleb,2004,M,AK,17
Kevin,2004,M,AK,17
Owen,2004,M,AK,17
Timothy,2004,M,AK,17
Alex,2004,M,AK,16
Garrett,2004,M,AK,16
Jason,2004,M,AK,16
Landon,2004,M,AK,16
Nathaniel,2004,M,AK,16
Riley,2004,M,AK,16
Caden,2004,M,AK,15
Carson,2004,M,AK,15
Levi,2004,M,AK,15
Micah,2004,M,AK,15
Seth,2004,M,AK,15
Carter,2004,M,AK,14
Cole,2004,M,AK,14
